ID	CHR	BP	P	tissue	BPcum	disease
DNAJA4	15	78556428	0.55025	Plasma	2383837244	Gout
IGDCC4	15	65673822	0.21605	Plasma	2370954638	Gout
DUT	15	48623208	0.03978	Plasma	2353904024	Gout
RGMA	15	93578503	0.14101	Plasma	2398859319	Gout
PLCG2	16	81772702	0.353	Plasma	2489555130	Gout
APRT	16	88875747	0.0151	Plasma	2496658175	Gout
GNPTG	16	1401932	0.4205	Plasma	2409184360	Gout
SRL	16	4239375	0.9879	Plasma	2412021803	Gout
NAGPA	16	5074845	0.697	Plasma	2412857273	Gout
VPS4A	16	69345253	0.9805	Plasma	2477127681	Gout
GABARAPL2	16	75600273	0.0949	Plasma	2483382701	Gout
NMRAL1	16	4511692	0.0985	Plasma	2412294120	Gout
TXNL4B	16	72078188	0.7079	Plasma	2479860616	Gout
CES1	16	55836763	0.2626	Plasma	2463619191	Gout
PRSS8	16	31142754	0.0501	Plasma	2438925182	Gout
PRSS27	16	2762420	0.0353	Plasma	2410544848	Gout
NME4	16	446725	0.7674	Plasma	2408229153	Gout
PMM2	16	8882680	0.971	Plasma	2416665108	Gout
FAHD1	16	1876942	0.306	Plasma	2409659370	Gout
PGP	16	2261594	0.0421	Plasma	2410044022	Gout
DDX19A	16	70380764	0.0562	Plasma	2478163192	Gout
CHST4	16	71559136	0.0991	Plasma	2479341564	Gout
GPR56	16	57644564	0.1289	Plasma	2465426992	Gout
MTHFSD	16	86563784	0.7271	Plasma	2494346212	Gout
HAGH	16	1845621	0.2587	Plasma	2409628049	Gout
DCI	16	2289403	0.3497	Plasma	2410071831	Gout
TNFRSF17	16	12059067	0.0752	Plasma	2419841495	Gout
AGRP	16	67516474	0.3722	Plasma	2475298902	Gout
CX3CL1	16	57406389	0.1384	Plasma	2465188817	Gout
MAPK3	16	30125426	0.1051	Plasma	2437907854	Gout
HP	16	72088404	0.6045	Plasma	2479870832	Gout
TPSB2	16	1277272	0.2126	Plasma	2409059700	Gout
CCL22	16	57392695	0.6848	Plasma	2465175123	Gout
CCL17	16	57438679	0.6973	Plasma	2465221107	Gout
MMP2	16	55423612	0.9757	Plasma	2463206040	Gout
PRSS22	16	2902731	0.5755	Plasma	2410685159	Gout
DDX19B	16	70323566	0.0124	Plasma	2478105994	Gout
PRKCB	16	23847304	0.4501	Plasma	2431629732	Gout
CTRB2	16	75238001	0.3921	Plasma	2483020429	Gout
CTRB1	16	75252886	0.9218	Plasma	2483035314	Gout
VASN	16	4421849	0.4369	Plasma	2412204277	Gout
CRISPLD2	16	84853591	0.3977	Plasma	2492636019	Gout
HBZ	16	192727	0.8553	Plasma	2407975155	Gout
HP	16	72088404	0.5879	Plasma	2479870832	Gout
DPEP2	16	68021297	0.2294	Plasma	2475803725	Gout
DPEP1	16	89679716	0.2274	Plasma	2497462144	Gout
CBLN1	16	49311828	0.2583	Plasma	2457094256	Gout
WFDC1	16	84328452	0.0115	Plasma	2492110880	Gout
TPSAB1	16	1290380	0.8628	Plasma	2409072808	Gout
NQO1	16	69740899	0.0634	Plasma	2477523327	Gout
NPW	16	2059927	0.7523	Plasma	2409842355	Gout
STAT3	17	40465342	0.67198	Plasma	2538500175	Gout
ACE	17	61554422	0.0718	Plasma	2559589255	Gout
STX8	17	9153788	0.47905	Plasma	2507188621	Gout
CYB5D2	17	4046462	0.09204	Plasma	2502081295	Gout
SPATA20	17	48620419	0.00767	Plasma	2546655252	Gout
ALDH3A1	17	19641297	0.1765	Plasma	2517676130	Gout
DYNLL2	17	56160780	0.81565	Plasma	2554195613	Gout
SHMT1	17	18231174	0.07033	Plasma	2516266007	Gout
TAX1BP3	17	3566189	0.31852	Plasma	2501601022	Gout
SAT2	17	7529552	0.58695	Plasma	2505564385	Gout
CALCOCO2	17	46908380	0.41701	Plasma	2544943213	Gout
NT5C	17	73126320	0.47162	Plasma	2571161153	Gout
FLII	17	18148129	0.39841	Plasma	2516182962	Gout
MAP3K3	17	61699775	0.00661	Plasma	2559734608	Gout
SECTM1	17	80278900	0.02329	Plasma	2578313733	Gout
CHAD	17	48541857	0.18454	Plasma	2546576690	Gout
CA10	17	49707674	0.04358	Plasma	2547742507	Gout
CCL8	17	32646454	0.44234	Plasma	2530681287	Gout
NAGLU	17	40688259	0.80735	Plasma	2538723092	Gout
HEXIM1	17	43225842	0.16738	Plasma	2541260675	Gout
ENO3	17	4851387	0.29355	Plasma	2502886220	Gout
ENGASE	17	77070906	0.65296	Plasma	2575105739	Gout
OVCA2	17	1945316	0.48867	Plasma	2499980149	Gout
CCL15	17	34323476	0.50075	Plasma	2532358309	Gout
CD68	17	7482809	0.10834	Plasma	2505517642	Gout
ACADVL	17	7120444	0.10489	Plasma	2505155277	Gout
CXCL16	17	4636828	0.42141	Plasma	2502671661	Gout
MPO	17	56347216	0.48431	Plasma	2554382049	Gout
PRKCA	17	64298731	0.24491	Plasma	2562333564	Gout
CCL14	17	34310324	0.20635	Plasma	2532345157	Gout
CCL23	17	34340096	0.2145	Plasma	2532374929	Gout
SERPINF2	17	1646130	0.0205	Plasma	2499680963	Gout
CCL23	17	34340096	0.40083	Plasma	2532374929	Gout
CCL3	17	34415602	0.10539	Plasma	2532450435	Gout
MRC2	17	60705031	0.37975	Plasma	2558739864	Gout
CCL18	17	34391632	0.06864	Plasma	2532426465	Gout
WFIKKN2	17	48912011	0.30843	Plasma	2546946844	Gout
PYY	17	42030106	0.40862	Plasma	2540064939	Gout
NME2	17	49242796	0.21583	Plasma	2547277629	Gout
P4HB	17	79801035	0.08646	Plasma	2577835868	Gout
SPHK1	17	74372665	0.86202	Plasma	2572407498	Gout
CCL7	17	32597240	0.15378	Plasma	2530632073	Gout
CCL16	17	34303529	0.02373	Plasma	2532338362	Gout
SHBG	17	7517264	0.95862	Plasma	2505552097	Gout
CRK	17	1323983	0.35348	Plasma	2499358816	Gout
GP1BA	17	4835572	0.0025	Plasma	2502870405	Gout
GRN	17	42422614	0.45975	Plasma	2540457447	Gout
LGALS3BP	17	76967320	0.2507	Plasma	2575002153	Gout
CD300C	17	72537212	0.46057	Plasma	2570572045	Gout
SCARF1	17	1537152	0.85707	Plasma	2499571985	Gout
ASGR1	17	7076750	0.01489	Plasma	2505111583	Gout
CCL5	17	34198495	0.29761	Plasma	2532233328	Gout
CD300A	17	72462538	0.64399	Plasma	2570497371	Gout
MFAP4	17	19286755	0.45325	Plasma	2517321588	Gout
TNFSF12	17	7452375	0.18775	Plasma	2505487208	Gout
C1QL1	17	43037061	0.50443	Plasma	2541071894	Gout
FAM20A	17	66531254	0.89218	Plasma	2564566087	Gout
CNP	17	40118781	0.00498	Plasma	2538153614	Gout
NTN1	17	8924827	0.01447	Plasma	2506959660	Gout
HS3ST3B1	17	14204398	0.06641	Plasma	2512239231	Gout
ATP1B2	17	7549945	0.74255	Plasma	2505584778	Gout
ST6GALNAC2	17	74561459	0.65231	Plasma	2572596292	Gout
ENTHD2	17	79202077	0.50597	Plasma	2577236910	Gout
GLTPD2	17	4692259	0.80711	Plasma	2502727092	Gout
MXRA7	17	74668633	0.88149	Plasma	2572703466	Gout
NOTUM	17	79910383	0.06344	Plasma	2577945216	Gout
HS3ST3A1	17	13397349	0.58797	Plasma	2511432182	Gout
APOH	17	64208151	0.44344	Plasma	2562242984	Gout
FASN	17	80036214	0.00788	Plasma	2578071047	Gout
NOG	17	54671060	0.26664	Plasma	2552705893	Gout
LGALS9	17	25956824	0.10186	Plasma	2523991657	Gout
SERPINF1	17	1665323	0.55588	Plasma	2499700156	Gout
NPTX1	17	78440634	0.00205	Plasma	2576475467	Gout
GAA	17	78075355	0.11235	Plasma	2576110188	Gout
NLGN2	17	7308193	0.9747	Plasma	2505343026	Gout
ALDOC	17	26900133	0.15169	Plasma	2524934966	Gout
ENPP7	17	77704705	0.91977	Plasma	2575739538	Gout
B4GALT6	18	29202209	0.3887	Plasma	2608411708	Gout
SIGLEC15	18	43405640	0.7043	Plasma	2622615139	Gout
CHST9	18	24486445	0.4025	Plasma	2603695944	Gout
DSC2	18	28638806	0.7193	Plasma	2607848305	Gout
HDHD2	18	44633779	0.0839	Plasma	2623843278	Gout
NETO1	18	70409549	0.9024	Plasma	2649619048	Gout
ZADH2	18	72907068	0.4569	Plasma	2652116567	Gout
NAPG	18	10525902	0.3606	Plasma	2589735401	Gout
SERPINB13	18	61254223	0.7957	Plasma	2640463722	Gout
SERPINB8	18	61637263	0.8009	Plasma	2640846762	Gout
COLEC12	18	316737	0.8043	Plasma	2579526236	Gout
DSG2	18	29078140	0.8721	Plasma	2608287639	Gout
CNDP1	18	72201735	0.2305	Plasma	2651411234	Gout
SIGLEC12	19	51994481	0.672	Plasma	2709145543	Gout
TMEM190	19	55888194	0.4447	Plasma	2713039256	Gout
NUCB1	19	49403569	0.0872	Plasma	2706554631	Gout
CLEC4G	19	7793844	0.4052	Plasma	2664944906	Gout
EBI3	19	4229520	0.011	Plasma	2661380582	Gout
PLD3	19	40854363	0.5677	Plasma	2698005425	Gout
KLK13	19	51558883	0.6614	Plasma	2708709945	Gout
SARS2	19	39405906	0.2437	Plasma	2696556968	Gout
PDCD5	19	33072096	0.8628	Plasma	2690223158	Gout
ECH1	19	39306062	0.2397	Plasma	2696457124	Gout
GMFG	19	39818993	0.3043	Plasma	2696970055	Gout
LYPD3	19	43964939	0.4272	Plasma	2701116001	Gout
LTBP4	19	41098789	0.3283	Plasma	2698249851	Gout
HMHA1	19	1065922	0.5284	Plasma	2658216984	Gout
PNKP	19	50363139	0.2813	Plasma	2707514201	Gout
ELANE	19	851014	0.0489	Plasma	2658002076	Gout
PAK4	19	39616410	0.8051	Plasma	2696767472	Gout
PRTN3	19	840999	0.9615	Plasma	2657992061	Gout
CRLF1	19	18683030	0.0543	Plasma	2675834092	Gout
APOC1	19	45417504	0.8399	Plasma	2702568566	Gout
PIN1	19	9945933	0.1274	Plasma	2667096995	Gout
KLK14	19	51580752	0.9154	Plasma	2708731814	Gout
MUC16	19	8959520	0.3148	Plasma	2666110582	Gout
NCAN	19	19322767	0.3502	Plasma	2676473829	Gout
LILRA2	19	55084387	0.9417	Plasma	2712235449	Gout
LILRB3	19	54720147	0.795	Plasma	2711871209	Gout
PSG1	19	43370616	0.386	Plasma	2700521678	Gout
A1BG	19	58856544	0.8955	Plasma	2716007606	Gout
SIGLEC5	19	52115180	0.5048	Plasma	2709266242	Gout
RCN3	19	50031260	0.5678	Plasma	2707182322	Gout
BLVRB	19	40953672	0.7707	Plasma	2698104734	Gout
IRF3	19	50162826	0.0657	Plasma	2707313888	Gout
KIR2DL3	19	55249978	0.2619	Plasma	2712401040	Gout
TRIP10	19	6737936	0.5501	Plasma	2663888998	Gout
TBCB	19	36605191	0.4193	Plasma	2693756253	Gout
PGLS	19	17622445	0.3432	Plasma	2674773507	Gout
SEPW1	19	48281842	0.1391	Plasma	2705432904	Gout
CD97	19	14491313	0.0102	Plasma	2671642375	Gout
BCAT2	19	49298319	0.111	Plasma	2706449381	Gout
OLFM2	19	9964394	0.3353	Plasma	2667115456	Gout
PLAUR	19	44150247	0.1702	Plasma	2701301309	Gout
C3	19	6677715	0.1395	Plasma	2663828777	Gout
MIA	19	41277553	0.1576	Plasma	2698428615	Gout
CCL25	19	8117202	0.4552	Plasma	2665268264	Gout
SIGLEC6	19	52021073	0.219	Plasma	2709172135	Gout
SIGLEC7	19	51645556	0.3415	Plasma	2708796618	Gout
C3	19	6677715	0.1214	Plasma	2663828777	Gout
BCAM	19	45312328	0.2039	Plasma	2702463390	Gout
KLK11	19	51525472	0.2163	Plasma	2708676534	Gout
KLK8	19	51499263	0.4177	Plasma	2708650325	Gout
SPINT2	19	38734675	0.2082	Plasma	2695885737	Gout
APOE	19	45409048	0.7366	Plasma	2702560110	Gout
CFD	19	859664	0.0339	Plasma	2658010726	Gout
CLEC11A	19	51226621	0.6084	Plasma	2708377683	Gout
LGALS4	19	39292311	0.3515	Plasma	2696443373	Gout
SIGLEC9	19	51628163	0.8974	Plasma	2708779225	Gout
CD209	19	7804879	0.7177	Plasma	2664955941	Gout
RETN	19	7733935	0.0952	Plasma	2664884997	Gout
CD33	19	51728320	0.4367	Plasma	2708879382	Gout
GP6	19	55525073	0.0947	Plasma	2712676135	Gout
ACP5	19	11685475	0.6958	Plasma	2668836537	Gout
FCER2	19	7753644	0.4057	Plasma	2664904706	Gout
PGLYRP1	19	46522411	0.3461	Plasma	2703673473	Gout
KLK7	19	51479724	0.5462	Plasma	2708630786	Gout
ANGPTL4	19	8428173	0.1609	Plasma	2665579235	Gout
NAPA	19	47990894	0.2109	Plasma	2705141956	Gout
ICAM1	19	10381769	0.0945	Plasma	2667532831	Gout
GDF15	19	18485541	0.0357	Plasma	2675636603	Gout
CLEC11A	19	51226621	0.612	Plasma	2708377683	Gout
ADGRE2	19	14843204	0.7384	Plasma	2671994266	Gout
LILRB1	19	55128612	0.2883	Plasma	2712279674	Gout
LILRB2	19	54777666	0.3054	Plasma	2711928728	Gout
NOTCH3	19	15269849	0.0586	Plasma	2672420911	Gout
SEMA6B	19	4542605	0.4819	Plasma	2661693667	Gout
ICAM5	19	10400628	0.0151	Plasma	2667551690	Gout
IL27RA	19	14142574	0.9451	Plasma	2671293636	Gout
VAV1	19	6772719	0.858	Plasma	2663923781	Gout
TNFSF14	19	6661264	0.4644	Plasma	2663812326	Gout
PGLYRP2	19	15579456	0.1278	Plasma	2672730518	Gout
PSG4	19	43696854	0.9621	Plasma	2700847916	Gout
PSG7	19	43428284	0.8984	Plasma	2700579346	Gout
PRKCSH	19	11546105	0.869	Plasma	2668697167	Gout
C3	19	6677715	0.1018	Plasma	2663828777	Gout
DMKN	19	35988122	0.0688	Plasma	2693139184	Gout
PTPRS	19	5158506	0.8863	Plasma	2662309568	Gout
KLK10	19	51515995	0.5585	Plasma	2708667057	Gout
PVRL2	19	45349432	0.403	Plasma	2702500494	Gout
LONP1	19	5691845	0.1083	Plasma	2662842907	Gout
PSG3	19	43225790	0.1248	Plasma	2700376852	Gout
IGLON5	19	51814898	0.2162	Plasma	2708965960	Gout
KLK15	19	51328545	0.0428	Plasma	2708479607	Gout
LILRB5	19	54753279	0.7895	Plasma	2711904341	Gout
LILRA6	19	54740468	0.2667	Plasma	2711891530	Gout
IGFLR1	19	36229702	0.3577	Plasma	2693380764	Gout
LILRA5	19	54818353	0.4731	Plasma	2711969415	Gout
COMP	19	18893583	0.4475	Plasma	2676044645	Gout
ICAM5	19	10400628	0.0171	Plasma	2667551690	Gout
SIGLEC14	19	52145806	0.3316	Plasma	2709296868	Gout
LILRA4	19	54844456	0.6651	Plasma	2711995518	Gout
PRSS57	19	685546	0.4756	Plasma	2657836608	Gout
NCR1	19	55417506	0.729	Plasma	2712568568	Gout
LILRA5	19	54818353	0.5942	Plasma	2711969415	Gout
QPCTL	19	46195661	0.5635	Plasma	2703346723	Gout
LGALS7	19	39261608	0.2026	Plasma	2696412670	Gout
B3GNT8	19	41931264	0.9443	Plasma	2699082326	Gout
PSG5	19	43670408	0.2053	Plasma	2700821470	Gout
PSG9	19	43715943	0.5858	Plasma	2700867005	Gout
ADCK4	19	41197419	0.0204	Plasma	2698348481	Gout
CD177	19	43857838	0.3172	Plasma	2701008900	Gout
KIRREL2	19	36346763	0.5945	Plasma	2693497825	Gout
FUT3	19	5842899	0.2449	Plasma	2662993961	Gout
FUT5	19	5865837	0.4232	Plasma	2663016899	Gout
APMAP	20	24943561	0.989	Plasma	2741199886	Gout
GNRH2	20	3024268	0.283	Plasma	2719280593	Gout
PLCB1	20	8057898	0.8794	Plasma	2724314223	Gout
WFDC2	20	44098393	0.9241	Plasma	2760354718	Gout
MAPRE1	20	31407760	0.1467	Plasma	2747664085	Gout
FLRT3	20	14303631	0.3159	Plasma	2730559956	Gout
CST4	20	23666277	0.2433	Plasma	2739922602	Gout
YWHAB	20	43514343	0.4831	Plasma	2759770668	Gout
BPIFB1	20	31861286	0.4991	Plasma	2748117611	Gout
PLTP	20	44527260	0.7665	Plasma	2760783585	Gout
ATRN	20	3451665	0.5564	Plasma	2719707990	Gout
GSS	20	33516235	0.4938	Plasma	2749772560	Gout
PCK1	20	56136136	0.1968	Plasma	2772392461	Gout
ITPA	20	3189514	0.9063	Plasma	2719445839	Gout
DTD1	20	18568586	0.953	Plasma	2734824911	Gout
MMP9	20	44637547	0.2127	Plasma	2760893872	Gout
CST3	20	23607343	0.4837	Plasma	2739863668	Gout
LBP	20	36974885	0.4976	Plasma	2753231210	Gout
CST7	20	24929905	0.1381	Plasma	2741186230	Gout
CST5	20	23856571	0.922	Plasma	2740112896	Gout
BPI	20	36932552	0.7255	Plasma	2753188877	Gout
NSFL1C	20	1422807	0.2666	Plasma	2717679132	Gout
CST2	20	23804406	0.6695	Plasma	2740060731	Gout
SLPI	20	43880880	0.8781	Plasma	2760137205	Gout
PLCG1	20	39765600	0.7062	Plasma	2756021925	Gout
CTSZ	20	57560741	0.7164	Plasma	2773817066	Gout
JAG1	20	10618332	0.5589	Plasma	2726874657	Gout
CPNE1	20	34213953	0.9675	Plasma	2750470278	Gout
SIRPA	20	1874813	0.0524	Plasma	2718131138	Gout
CST1	20	23728199	0.6506	Plasma	2739984524	Gout
POFUT1	20	30795683	0.674	Plasma	2747052008	Gout
ASIP	20	32782375	0.5745	Plasma	2749038700	Gout
CBLN4	20	54572413	0.6869	Plasma	2770828738	Gout
SIRPB1	20	1542031	0.5911	Plasma	2717798356	Gout
CPXM1	20	2774720	0.1646	Plasma	2719031045	Gout
WISP2	20	43343485	0.3395	Plasma	2759599810	Gout
MATN4	20	43922085	0.7663	Plasma	2760178410	Gout
SPINT3	20	44141101	0.9472	Plasma	2760397426	Gout
OXT	20	3052266	0.694	Plasma	2719308591	Gout
RSPO4	20	939095	0.215	Plasma	2717195420	Gout
EMILIN3	20	39988602	0.4478	Plasma	2756244927	Gout
ENTPD6	20	25176329	0.5577	Plasma	2741432654	Gout
SIRPG	20	1609798	0.5392	Plasma	2717866123	Gout
PDXK	21	45138975	0.3508	Plasma	2824329804	Gout
CBR1	21	37442239	0.1319	Plasma	2816633068	Gout
CBR3	21	37507377	0.4428	Plasma	2816698206	Gout
COL6A2	21	47518026	0.5066	Plasma	2826708855	Gout
COL6A1	21	47401684	0.6745	Plasma	2826592513	Gout
MX1	21	42791947	0.6088	Plasma	2821982776	Gout
HSPA13	21	15743436	0.5548	Plasma	2794934265	Gout
COL18A1	21	46825080	0.6029	Plasma	2826015909	Gout
IL10RB	21	34638672	0.7841	Plasma	2813829501	Gout
ADAMTS5	21	28290241	0.3822	Plasma	2807481070	Gout
APP	21	27252861	0.8714	Plasma	2806443690	Gout
ICOSLG	21	45636897	0.0218	Plasma	2824827726	Gout
FAM3B	21	42676139	0.0741	Plasma	2821866968	Gout
NCAM2	21	22370727	0.2394	Plasma	2801561556	Gout
DSCAM	21	41382926	0.1516	Plasma	2820573755	Gout
FAM3B	21	42676139	0.2253	Plasma	2821866968	Gout
IFNAR1	21	34696734	0.3447	Plasma	2813887563	Gout
TFF1	21	43782391	0.0565	Plasma	2822973220	Gout
TFF2	21	43766466	0.9087	Plasma	2822957295	Gout
CSF2RB	22	37309670	0.44742	Plasma	2864573969	Gout
TYMP	22	50964181	0.20089	Plasma	2878228480	Gout
APOL1	22	36649117	0.25639	Plasma	2863913416	Gout
APOBEC3G	22	39473072	0.18536	Plasma	2866737371	Gout
CCDC134	22	42196683	0.87725	Plasma	2869460982	Gout
SELM	22	31500758	0.5262	Plasma	2858765057	Gout
NPTXR	22	39214457	0.93287	Plasma	2866478756	Gout
TCN2	22	31002990	0.70623	Plasma	2858267289	Gout
APOL3	22	36536378	0.90998	Plasma	2863800677	Gout
SCO2	22	50961997	0.34882	Plasma	2878226296	Gout
KREMEN1	22	29469023	0.59356	Plasma	2856733322	Gout
ST13	22	41220539	0.70759	Plasma	2868484838	Gout
SEZ6L	22	26565428	0.88414	Plasma	2853829727	Gout
TIMP3	22	33197691	0.19634	Plasma	2860461990	Gout
IL17RA	22	17565844	0.46327	Plasma	2844830143	Gout
SERPIND1	22	21128401	0.52592	Plasma	2848392700	Gout
MAPK12	22	50683879	0.01564	Plasma	2877948178	Gout
RTN4R	22	20228938	0.90929	Plasma	2847493237	Gout
TCN2	22	31002990	0.48594	Plasma	2858267289	Gout
MFNG	22	37865101	0.53102	Plasma	2865129400	Gout
FAM19A5	22	48885365	0.13332	Plasma	2876149664	Gout
CECR1	22	17659680	0.62159	Plasma	2844923979	Gout
FBLN1	22	45898118	0.06283	Plasma	2873162417	Gout
IGLL1	22	23915312	0.39283	Plasma	2851179611	Gout
CHKB	22	51017388	0.65708	Plasma	2878281687	Gout
LARGE	22	33558212	0.97351	Plasma	2860822511	Gout
TPST2	22	26917962	0.97562	Plasma	2854182261	Gout
MIF	22	24236570	0.54892	Plasma	2851500869	Gout
A4GALT	22	43088127	0.7441	Plasma	2870352426	Gout
SCARF2	22	20778874	0.45844	Plasma	2848043173	Gout
SCUBE1	22	43593286	0.33716	Plasma	2870857585	Gout
PLXNB2	22	50713408	0.00103	Plasma	2877977707	Gout
IL2RB	22	37521883	0.64774	Plasma	2864786182	Gout
CRKL	22	21271695	0.79375	Plasma	2848535994	Gout
SHANK3	22	51112843	0.27064	Plasma	2878377142	Gout
