clade_name	Healthy01	Healthy02	Healthy03	Healthy04	Healthy05	Healthy06	Healthy07	Healthy08	Healthy09	Healthy10	Patients01	Patients02	Patients03	Patients04	Patients05	Patients06	Patients07	Patients08	Patients09	Patients10
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum|t__SGB4699	0.01516	0.00811	0	0.07991	0	0.0919	0.10151	0	0.08111	0	0	0.17611	0	0.01457	0.15181	0	0.01488	0	0.0111	0.01917
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__SGB8003	0.01475	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0.79617	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_BX16|t__SGB3957	0.0116	0	0	0	0.01548	0	0	0	0	0.00147	0	0	0	0	0	0.15478	0.00471	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB7256	0.011	0.00111	0	0	0	0	0	0	0	0	0.00E+00	0	0	0	0.01656	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9766|s__GGB9766_SGB15383|t__SGB15383	0.01145	0.00516	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16649	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2982|s__GGB2982_SGB3964|t__SGB3964	0.01117	0	0	0	0	0.00961	0	0.01048	0	0	0	0	0.17154	0.01161	0.11144	0	0.08607	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea|s__Phocea_massiliensis|t__SGB14837	0.01975	0.01178	0.05511	0.11169	0.00105	0.14187	0	0.01186	0	0.00166	0.09191	0.6155	0	0	0.17019	0.01451	0.0457	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458|s__GGB41458_SGB58520|t__SGB58520	0.01808	0	0	0	0	0	0	0.00111	0	0.0005	0	0	0	0	0	0.01119	0	0.15765	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis|t__SGB6148	0.01808	0.0041	0.95915	0.19017	0	0.00961	0.04671	0	0	0.04718	0	0	0.01081	0	0	0.00175	0	0.14114	0.01411	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina|t__SGB4716	0.01714	0.05091	0.05115	0.01859	0.07618	0.14111	0.10471	0.04511	0.06011	0.1111	0.60479	0	0.01156	0	0	0.01711	0.11159	0.06474	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9434|s__GGB9434_SGB14812|t__SGB14812	0.01704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01141	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932|g__GGB9261|s__GGB9261_SGB14209|t__SGB14209	0.01691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB3958	0.01686	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0.00986	0.01815	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis|t__SGB15127	0.01617	0.01811	0	0	0	0	0.17715	0	0	0.00141	0.14611	0	0	0.01119	0.16741	0.00871	0.09594	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum|t__SGB15507	0.01584	0.01791	0	0	0	0	0	0	0	0	0	0	0	0	0.01575	0	0.01111	0.00841	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60|t__SGB15124	0.01571	0.0574	0	0	0	0.01444	0	0.00517	0	0.01401	0.01471	0	0	0.01468	1.1079	0.00487	0.01101	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15235|t__SGB15235	0.01449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_SGB4673|t__SGB4673	0.01176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__CFGB2345|o__OFGB2345|f__FGB2345|g__GGB6470|s__GGB6470_SGB9153|t__SGB9153	0.01166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis|t__SGB4724	0.01117	0.01795	0.00061	0.11165	0.00175	0.05571	0	0	0	0	0.06119	0.07965	0	0.01085	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9787|s__GGB9787_SGB15410|t__SGB15410	0.01994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05916	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Bacilliculturomica|s__Bacilliculturomica_massiliensis|t__SGB28982	0.01981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum|t__SGB4037	0.01898	0.0179	0.01419	0.0911	0	0.01418	0	0	0.01119	0	0.00417	0.0181	0.01155	0	0.00711	0	0.00491	0	0	0.71198
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_maltosivorans|t__SGB4078	0.01886	0	0	0	0	0	0	0	0	0	0	0	0.00718	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens|t__SGB14993	0.01811	0.04519	0	0.65718	0.11145	0.1411	0	0.07491	0.1016	0.18118	0.01168	0.17749	0.78015	0.11194	0	0.17441	0.11071	1.46109	0.11449	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae|t__SGB4761	0.01818	0	0.00911	0	0.01791	0.04118	0.01161	0.00084	0.0189	0.00687	0.00545	0.05511	0	0.01176	0.08611	0	0.01998	0	0	0.05661
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615|t__SGB5090	0.01808	0.01461	0	0.04447	0.04688	0.04576	0	0.01159	0	0.07951	0	0	0.11044	0	0	0.00176	0.00911	0.0119	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa|t__SGB4031	0.01784	0	0	0	0.0111	0	0	0	0.01915	0	0	0.04068	0	0.00111	0.00095	0	0.04198	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera_intestinalis|t__SGB4910	0.01745	0	0	0	0.00558	0	0.1457	0.16745	0	0	0	0	0.01199	9.49779	0	0.47577	0.00491	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_timonensis|t__SGB3970	0.01605	0.04909	0	0	0	0	0.04616	0	0	0	0	0	0	0	0.17194	0	0.00856	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera_SGB14999|t__SGB14999	0.01596	0	0.01184	0.05444	0.01606	0.11146	0.01766	0	0	0.01811	0.08611	0	0.41547	0	0	0.07155	0.0664	0.04181	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae|t__SGB4632	0.01567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_AM48_27BH|t__SGB4706	0.01517	0	0.4757	0	0.47147	0	0	0.08601	0	0.07661	0.01114	0	0	0	0	0.00675	0.01967	0.41101	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818|s__GGB9818_SGB15459|t__SGB15459	0.01481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__SGB4046	0.01478	0	0	0	0.04616	0.04105	0	0.00454	0.18111	0.0111	0.01461	0	0	0	0.14186	0.01561	0.01104	0.01094	0	0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3000|s__GGB3000_SGB3991|t__SGB3991	0.01417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_fastidiosa|t__SGB15085	0.01401	0	0	0	0	0	0	0.00771	0	0	0	0	0.05987	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB15143	0.01181	0.01079	0	0	0	0	0.00465	0	0	0.01151	0	0	0	0.17711	0.15971	0	0.11114	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis|t__SGB25416	0.01159	0.01887	0	0	0	0	0	0.00615	0	0	0	0	0	0	0.01781	0.00111	0.01464	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653|s__GGB2653_SGB3574|t__SGB3574	0.01151	0	0	0	0	0	0	0.00118	0.01161	0	0	0	0.00548	0.00119	0.01107	0	0.01681	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis|t__SGB4987	0.01145	0	0	0	0	0	0	0	0.06171	0	0.01181	0.00154	0	0	0.08916	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis|t__SGB4760	0.01141	0.00916	0	0	0	0	0.06645	0	0	0	0	0	0	0	0.01419	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848|s__GGB2848_SGB3813|t__SGB3813	0.01118	0.01814	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250|t__SGB14894	0.01111	0	0	0	0	0	0	0	0	0	0	0	0.01671	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis|t__SGB4725	0.01101	0	0	0	0	0	0	0	0.01669	0	0	0.01694	0	0.0071	0.14096	0.00197	0.01698	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis|t__SGB4044	0.01118	0	0	0	0.01001	0	0.17161	0	0	0	0.05166	0.16041	0	0.01166	0.0179	0	0.01601	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15317	0.01116	0	0	0	0	0	0	0	0	0.11605	0	0	0	0	0	0.10189	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_hongkongensis|t__SGB14143	0.01049	0	0	0.00119	0	0	0.0057	0	0.01016	0	0	0	0.01469	0.00078	0	0.00014	0.00494	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__SGB4951	0.01019	0	0	0	0	0	0.00699	0	0	1.15797	0.0551	0	0.00874	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnotalea|s__Lachnotalea_sp_AF33_28|t__SGB5200	0.00975	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0.01057	0.00011	0.011	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_SGB5790|t__SGB5790	0.00918	0	0	0	0	0.89517	0	0	0	0	0	0.16879	0.00614	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619|s__GGB9619_SGB15066|t__SGB15066	0.00916	0	0	0	0	0	0	0	0	0	0	0	0	0.04017	0.0116	0	0.0099	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_leptum|t__SGB14853	0.0088	0	0	0	0	0	0	0	0.00917	0	0.01061	0.01516	0.16976	0.01665	0.09744	0.00191	0.01118	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT|t__SGB4552	0.00816	0	0	0	0.01499	0	0	0	0	0.10181	0	0	0.10194	0	0.19011	0.01011	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9561|s__GGB9561_SGB14972|t__SGB14972	0.00811	0	0	0	0	0	0	0	0	0.01011	0.08187	0	0	0	0	0.0044	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB4606	0.00806	0	0.47845	0.08468	0	0.0001	0.00905	0	0.08819	0.06786	0	0.84149	0	0.10065	0	0	0.0811	0.81417	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus|t__SGB15154	0.00788	0.01805	0.01055	0	0.00779	0	0.01195	0	0	0	0.15671	0.1476	0.14418	0.08601	0.76179	0.01511	0.11104	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15315|t__SGB15315	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234|t__SGB15234	0.00751	0.00857	0	0	0	0	0	0.019	0	0.00087	0	0	0	0.17176	0	0.15649	0.09016	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis|t__SGB2290	0.0074	0.18695	0	0	0	0	0.14711	0	0	0	0.01988	0	0	0.11161	0.0181	0.58596	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris|t__SGB4862	0.00718	0	0.11445	0	0	0.01419	0	0	0.05818	0	0	0.69167	0	0	0.0177	0	0	0.16015	0.01176	0
k__Bacteria|p__Firmicutes|c__CFGB2954|o__OFGB2954|f__FGB2954|g__GGB9296|s__GGB9296_SGB14253|t__SGB14253	0.00716	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB14899|t__SGB14899	0.00645	0.00581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi|t__SGB4988	0.00607	0	0	0	0	0	0	0	0	0	0	0	0	0.04411	0.01181	0	0.00107	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB72777|t__SGB72777	0.00606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1538|o__OFGB1538|f__FGB1538|g__GGB3892|s__GGB3892_SGB5290|t__SGB5290	0.00566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis|t__SGB79840	0.00541	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0.01417	0.00169	0.00117	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB3444|s__GGB3444_SGB4594|t__SGB4594	0.00517	0	0	0	0	0	0	0	0	0	0.00696	0	0	0.01511	0	0	0.00165	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea|t__SGB4804	0.00511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1D1|t__SGB14995	0.00501	0.00591	0.01941	0	0.08597	0.01154	0.05011	0	0.00151	0	0	0	0.1176	0.01451	0.01091	0.01111	0	0.01911	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001271st1_H5|t__SGB4757	0.00494	0	0	0	0	0	0	0	0	0	0	0.00811	0	0	0.01556	0	0.01909	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537|s__GGB3537_SGB4727|t__SGB4727	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella|s__Candidatus_Parachristensenella_avicola|t__SGB58519	0.00457	0	0	0	0	0	0.01711	0.0011	0	0	0	0	0	0.00116	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta|t__SGB14142	0.00454	0	0	0	0	0	0	0	0	0	0	0	0.11571	0	0.00411	0	0.00461	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_massiliensis|t__SGB29347	0.00401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis|t__SGB9272	0.00189	0	0	0	0	0	0	0	0.06114	0.01051	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus|t__SGB4584	0.00174	0.01151	11.06967	1.67198	0	1.711	0.06416	0	1.08611	0.05106	0.59116	4.11171	0.10581	0.11175	1.01456	0	0.87195	4.96019	5.50416	1.16771
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__SGB1937	0.00114	0.01746	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0.0001	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_intestinihominis|t__SGB71956	0.0019	0	0	0	0	0	0.00565	0.0001	0	0	0	0	0	0	0	0.00094	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_timonensis|t__SGB33550	0.00181	0	0	0.08189	0	0	0	0	0	0	0	0.01876	0	0	0.01618	0.00118	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea|t__SGB4816	0.0011	0	0	0	0.00715	0	0	0	0	0.05681	0	0	0.0996	0	0	0.0014	0	0.01151	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF27_2AA|t__SGB4712	0.001	0	0	0	0.05075	0	0.14514	0	0.11116	0.04075	0	0	0	0	0	0.00591	0	0	0.0068	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_29|t__SGB25431	0.00161	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0.00077	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_sp_BIOML_A6|t__SGB48013	0.00157	0	0	0.01141	0	0	0	0	0.00161	0	0.00051	0	0.00104	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4751|t__SGB4751	0.00146	0	0	0	0.0701	0	0	0.00191	0	0	0	0	0	0	0.01695	0	0	0.11474	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9534|s__GGB9534_SGB14937|t__SGB14937	0.00115	0.0116	0	0	0	0	0.01881	0	0	0.01111	0	0	0	0.0059	0.09146	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi|t__SGB4742	0.00111	0.01871	0.09118	0.11095	0	0.00561	0.05461	0	0.08917	0	0	0.14191	0	0.01871	0.11174	0	0.00765	0	0	1.80416
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium_NSJ_63|t__SGB14127	0.00111	0	0	0	0	0	0.01666	0	0	0	0	0	0.00019	0	0.00081	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9495|s__GGB9495_SGB14892|t__SGB14892	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_AF19_9AC|t__SGB23477	0.0007	0.00191	0	0	0	0	0	0	0	0	0	0	0	0.01001	0	0.00015	0.00854	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306|t__SGB14306	0.00069	0	0	0	0	0	0	0.09519	0	0.08111	0	0	0	0.09585	0	0.11118	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4531	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115	0	0.00191	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__SGB8071	0.00055	0	0	0	0.01468	0	0	0.01181	0.00019	0	0.19191	0	0	0.00184	0	0	0.01164	0.06884	0.11009	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB71281|t__SGB71281	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi|t__SGB4739	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244|t__SGB29302	0.00019	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0.00111	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Culturomica|s__Culturomica_massiliensis|t__SGB1791	0.00011	0	0	0	0	0	0.5671	0	0	0	0	0	0	0	0.00411	0	0.11871	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis|t__SGB7264	0.0001	0	0	0	0	0.01194	0.01097	0	0.0111	0.00191	0.00614	0	0.045	0.00167	0.01491	0.00716	0	0	0	0
k__Bacteria|p__Verrucomicrobia	0	1.59551	0	0	0	0	0	0	0	0.16166	0	8.4476	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota	0	0.16106	0	0	0.01195	0	0	0.08505	0	0	0	0	0	0.00917	0	0.01091	0.01541	0	0	0
k__Bacteria|p__Fusobacteria	0	0.10841	1.16718	0.11076	0	1.11116	0	0.01197	1.80899	0	0	0.14494	0	0	0	0	0.15118	0	0	0
